YBR163W_aa_40-91	YJR110W_aa_455-494	YJL112W_aa_1-35	YDL173W_aa_105-149	YNL242W_aa_95-158	YDR484W_aa_290-329	YNL271C_aa_863-953	YKL171W_aa_1-45	YML123C_aa_558-587	YMR165C_aa_268-343	YHR099W_aa_164-224										
YJL006C_aa_266-323	YDR484W_aa_290-329	YKL203C_aa_1772-1813	YJL128C_aa_1-46	YGR281W_aa_510-589	YOR076C_aa_188-253	YLR371W_aa_502-645	YGL198W_aa_1-43	YHR069C_aa_243-282	YNL271C_aa_863-953	YOL017W_aa_49-122										
YJL048C_aa_151-186	YML057W_aa_562-604	YIL150C_aa_39-152	YLR433C_aa_514-553	YPR018W_aa_66-247	YIR006C_aa_676-822	YDR356W_aa_150-765	YPR125W_aa_395-454	YBR033W_aa_737-768	YER167W_aa_106-676	YJL076W_aa_12-52										
YCR032W_aa_1410-1445	YGL122C_aa_481-525	YMR001C_aa_1-72	YLR321C_aa_58-94	YMR139W_aa_1-30	YIL159W_aa_144-178	YJL026W_aa_1-52	YIL036W_aa_169-223	YJL089W_aa_106-168	YDL134C_aa_20-59	YMR183C_aa_1-34										
YCR042C_aa_776-806	YDR362C_aa_1-150	YGL092W_aa_615-800	YHR060W_aa_85-125	YGL150C_aa_126-469	YBR114W_aa_1-149	YKR084C_aa_76-158	YKL168C_aa_266-403	YHL020C_aa_75-117	YDL025C_aa_1-292	YER030W_aa_1-38										
YIL002C_aa_851-893	YDR456W_aa_1-52	YHR079C_aa_552-667	YPR095C_aa_625-674	YCR033W_aa_723-900	YCR042C_aa_776-806	YGL092W_aa_615-800	YFR023W_aa_260-297	YIL126W_aa_1-50	YDL149W_aa_28-288	YLL034C_aa_88-140										
YBR150C_aa_146-265	YOL089C_aa_177-295	YPL075W_aa_223-257	YFR023W_aa_260-297	YEL043W_aa_143-201	YMR001C_aa_1-72	YJL187C_aa_1-436	YOR208W_aa_329-385	YJR127C_aa_213-602	YDR052C_aa_61-103	YLR321C_aa_58-94										
YFR023W_aa_260-297	YFR040W_aa_596-666	YLR321C_aa_58-94	YDR216W_aa_522-560	YPL075W_aa_223-257	YPL006W_aa_282-311	YNL091W_aa_193-279	YJL106W_aa_394-541	YBR150C_aa_146-265	YLR436C_aa_754-885	YNL138W_aa_335-370										
YDR150W_aa_113-2565	YDL058W_aa_717-1790	YKL195W_aa_69-287	YDR356W_aa_150-765	YFR016C_aa_228-1139	YGR130C_aa_1-424	YKL050C_aa_435-556	YCL043C_aa_491-522	YLL021W_aa_121-400	YCR017C_aa_225-254	YDR060W_aa_863-1009										
YER064C_aa_421-473	YOR191W_aa_798-911	YML104C_aa_1-34	YJR061W_aa_1-38	YBR074W_aa_1-51	YKL154W_aa_1-35	YDR326C_aa_1015-1057	YCR069W_aa_1-42	YGR225W_aa_149-207	YJL186W_aa_1-47	YJR090C_aa_260-312										
YOR191W_aa_798-911	YDR216W_aa_522-560	YOR154W_aa_343-430	YNL091W_aa_193-279	YHR149C_aa_376-590	YKR096W_aa_909-945	YGL107C_aa_540-579	YFL033C_aa_290-404	YER064C_aa_421-473	YPR115W_aa_207-258	YHR202W_aa_1-34										
YHR079C_aa_452-529	YBR078W_aa_356-420	YOR191W_aa_798-911	YNL091W_aa_193-279	YMR031C_aa_1-46	YDR055W_aa_358-425	YJR090C_aa_1120-1151	YKR096W_aa_909-945	YPL267W_aa_1-37	YNL233W_aa_684-829	YJL016W_aa_302-366										
YJR090C_aa_260-312	YOL089C_aa_177-295	YPL075W_aa_223-257	YER169W_aa_384-623	YMR001C_aa_1-72	YLR392C_aa_232-264	YBL066C_aa_786-1122	YIR023W_aa_188-242	YKR096W_aa_1-275	YGL107C_aa_1-73	YIL047C_aa_218-247										
YLR087C_aa_1302-1341	YGL150C_aa_1157-1208	YLR247C_aa_883-918	YGR217W_aa_997-1142	YER064C_aa_421-473	YLR139C_aa_52-84	YBL088C_aa_760-804	YDR513W_aa_1-34	YBR074W_aa_1-51	YKL033W_aa_440-476	YGL201C_aa_846-899										
YDR473C_aa_1-39	YPL082C_aa_1789-1861	YIL156W_aa_455-603	YER006W_aa_462-520	YDR499W_aa_148-183	YBL101C_aa_458-509	YDR170C_aa_753-818	YGL094C_aa_412-470	YPL096W_aa_330-363	YGR099W_aa_557-608	YJR066W_aa_1767-1810										
YAL032C_aa_241-281	YNL253W_aa_393-422	YPL074W_aa_139-190	YJL131C_aa_324-356	YGL208W_aa_253-301	YPL174C_aa_93-201	YKR095W_aa_1466-1499	YOR308C_aa_465-515	YCL024W_aa_367-933	YPR018W_aa_66-247	YDL207W_aa_141-242										
YNL253W_aa_393-422	YAL032C_aa_241-281	YKL105C_aa_1-98	YPL191C_aa_307-360	YKL023W_aa_224-277	YJL092W_aa_1129-1172	YKL201C_aa_1-30	YGL082W_aa_322-381	YGR072W_aa_1-81	YOR201C_aa_1-117	YHR097C_aa_1-126										
YGL131C_aa_609-653	YMR239C_aa_1-36	YML015C_aa_65-116	YDR145W_aa_1-32	YDR440W_aa_83-185	YDR469W_aa_57-108	YPR190C_aa_1-35	YKL129C_aa_1183-1272	YGR186W_aa_161-263	YDL206W_aa_212-278	YEL061C_aa_1-33										
YML015C_aa_65-116	YML114C_aa_230-272	YMR239C_aa_1-36	YHR124W_aa_1-38	YOL066C_aa_1-57	YGL131C_aa_609-653	YDR440W_aa_83-185	YOR330C_aa_1043-1148	YOL017W_aa_49-122	YKL023W_aa_224-277	YIL010W_aa_1-59										
YGL094C_aa_412-470	YDR464W_aa_799-844	YOL066C_aa_1-57	YDR464W_aa_653-787	YDR440W_aa_83-185	YNL035C_aa_357-389	YDR464W_aa_1200-1330	YPL191C_aa_307-360	YJL083W_aa_557-604	YLR248W_aa_487-528	YMR239C_aa_1-36										
YOL066C_aa_1-57	YDL036C_aa_1-91	YDR440W_aa_83-185	YGL094C_aa_412-470	YDR464W_aa_1200-1330	YGR072W_aa_241-329	YJL092W_aa_1129-1172	YBL008W_aa_430-479	YER032W_aa_824-876	YDR464W_aa_799-844	YNL213C_aa_170-201										
YCR071C_aa_1-42	YGL084C_aa_1-34	YLR300W_aa_1-30	YOR356W_aa_1-59	YPL107W_aa_1-38	YBR074W_aa_1-51	YGR273C_aa_136-174	YPR002W_aa_1-32	YLR059C_aa_1-41	YJL180C_aa_1-48	YCR068W_aa_1-52										
YEL062W_aa_497-572	YLR139C_aa_52-84	YGL084C_aa_1-34	YGL150C_aa_1157-1208	YEL041W_aa_1-48	YDR416W_aa_820-859	YPR095C_aa_1-35	YML015C_aa_65-116	YOR296W_aa_1197-1237	YFL026W_aa_382-431	YKR031C_aa_1584-1638										
YLR139C_aa_52-84	YLR139C_aa_1-31	YGL150C_aa_1157-1208	YEL062W_aa_497-572	YJL134W_aa_1-32	YDR213W_aa_1-46	YHR133C_aa_1-43	YEL041W_aa_1-48	YGL131C_aa_609-653	YHR202W_aa_1-34	YPL132W_aa_39-77										
YJL134W_aa_1-32	YOR356W_aa_1-59	YPL107W_aa_1-38	YJL186W_aa_1-47	YLR142W_aa_1-58	YKL154W_aa_1-35	YDL133W_aa_91-125	YHR076W_aa_1-59	YHL028W_aa_1-35	YCR065W_aa_1-103	YLR139C_aa_1-31										
YDL239C_aa_1-31	YGL150C_aa_1157-1208	YFL026W_aa_382-431	YGL179C_aa_1-39	YHL020C_aa_75-117	YGL006W_aa_1144-1173	YJL134W_aa_1-32	YDR501W_aa_1-41	YNL106C_aa_118-157	YGR070W_aa_334-454	YOL045W_aa_1-73										
YFL026W_aa_382-431	YGL150C_aa_1157-1208	YGL179C_aa_1-39	YEL041W_aa_1-48	YDL239C_aa_1-31	YBR129C_aa_156-205	YBR199W_aa_43-79	YGL229C_aa_118-148	YDR406W_aa_825-876	YJL176C_aa_623-668	YIL024C_aa_105-136										
YGL150C_aa_1157-1208	YFL026W_aa_382-431	YDL239C_aa_1-31	YLR247C_aa_883-918	YLR139C_aa_52-84	YEL062W_aa_497-572	YPL216W_aa_696-740	YBL104C_aa_963-995	YLR087C_aa_1302-1341	YJR152W_aa_1-57	YNL227C_aa_142-174										
YLR247C_aa_883-918	YGL150C_aa_1157-1208	YBR129C_aa_156-205	YPR049C_aa_836-867	YFL026W_aa_382-431	YCR017C_aa_225-254	YIL149C_aa_1413-1447	YDR150W_aa_113-2565	YDL058W_aa_717-1790	YPL216W_aa_696-740	YPR175W_aa_563-595										
YLR313C_aa_484-525	YPR104C_aa_1-30	YGL229C_aa_118-148	YGR238C_aa_478-600	YEL005C_aa_186-238	YJL176C_aa_623-668	YGL179C_aa_1-39	YLR313C_aa_282-446	YLL021W_aa_121-400	YBR129C_aa_156-205	YLR357W_aa_827-860										
YGR276C_aa_1-53	YML102W_aa_418-468	YKR031C_aa_1584-1638	YKL164C_aa_58-91	YCL008C_aa_160-229	YJL116C_aa_1-74	YNL138W_aa_36-72	YFL023W_aa_154-221	YNL173C_aa_194-359	YER158C_aa_208-271	YOR083W_aa_207-295										
YML102W_aa_418-468	YGR276C_aa_1-53	YJL194W_aa_1-54	YNL173C_aa_194-359	YHR146W_aa_97-465	YKL164C_aa_58-91	YLR228C_aa_1-40	YOR019W_aa_555-595	YDR490C_aa_420-461	YCR042C_aa_1304-1367	YDR440W_aa_83-185										
YKR031C_aa_1584-1638	YCL008C_aa_160-229	YGR276C_aa_1-53	YFL023W_aa_154-221	YGR010W_aa_53-112	YHL020C_aa_75-117	YEL041W_aa_1-48	YOL001W_aa_231-293	YGR070W_aa_334-454	YGL179C_aa_1-39	YDR490C_aa_1-115										
YIL113W_aa_1-46	YLR139C_aa_1-31	YGL179C_aa_1-39	YOR093C_aa_51-84	YDR490C_aa_420-461	YOR134W_aa_1-40	YOL001W_aa_231-293	YGR070W_aa_334-454	YDR359C_aa_816-881	YER158C_aa_208-271	YML120C_aa_1-49										
YLR139C_aa_1-31	YIL113W_aa_1-46	YJR061W_aa_1-38	YCL057W_aa_1-32	YKL201C_aa_1-30	YLR139C_aa_52-84	YER182W_aa_1-33	YLR059C_aa_1-41	YAL044C_aa_1-31	YPL156C_aa_1-30	YML120C_aa_1-49										
YLR228C_aa_1-40	YDR213W_aa_1-46	YLR139C_aa_1-31	YEL043W_aa_367-396	YML102W_aa_418-468	YGL179C_aa_1-39	YGR276C_aa_1-53	YNL253W_aa_393-422	YNL106C_aa_118-157	YDL239C_aa_1-31	YIL113W_aa_1-46										
YJL194W_aa_1-54	YML102W_aa_418-468	YOL066C_aa_1-57	YKR084C_aa_76-158	YJR098C_aa_466-517	YML114C_aa_230-272	YOR025W_aa_364-447	YGR276C_aa_1-53	YCR068W_aa_1-52	YOR330C_aa_1043-1148	YDR458C_aa_45-311										
YJR098C_aa_466-517	YJL194W_aa_1-54	YKR016W_aa_98-135	YHR036W_aa_434-471	YDR464W_aa_1200-1330	YMR137C_aa_173-209	YGL133W_aa_139-181	YMR127C_aa_1-38	YDR104C_aa_420-449	YHR056C_aa_228-282	YNR054C_aa_287-316										
YHR124W_aa_476-538	YCL027W_aa_309-435	YLR189C_aa_1165-1198	YML114C_aa_230-272	YLR009W_aa_146-186	YEL062W_aa_497-572	YCR065W_aa_1-103	YIL151C_aa_546-587	YJL134W_aa_1-32	YGL150C_aa_1157-1208	YML015C_aa_65-116										
YLR189C_aa_1165-1198	YHR124W_aa_476-538	YOR038C_aa_382-477	YOR175C_aa_481-534	YOR079C_aa_125-155	YAL028W_aa_1-56	YCL027W_aa_309-435	YDR464W_aa_1200-1330	YGR130C_aa_756-801	YKR077W_aa_126-164	YML114C_aa_230-272										
YDL234C_aa_701-746	YFL023W_aa_154-221	YDR490C_aa_1-115	YFL026W_aa_382-431	YHL020C_aa_75-117	YKR010C_aa_488-522	YLR233C_aa_576-699	YNL125C_aa_618-649	YIL024C_aa_105-136	YKR031C_aa_1584-1638	YML080W_aa_389-423										
YKR010C_aa_488-522	YPR169W_aa_404-481	YLR271W_aa_1-38	YJL176C_aa_623-668	YIL024C_aa_105-136	YHL020C_aa_75-117	YPL009C_aa_456-499	YDR273W_aa_1-82	YGR010W_aa_53-112	YLR005W_aa_1-67	YBR129C_aa_156-205										
YML080W_aa_389-423	YLR197W_aa_423-504	YDR273W_aa_1-82	YDR168W_aa_187-228	YEL051W_aa_205-256	YKR095W_aa_1466-1499	YIL149C_aa_1413-1447	YDR365C_aa_48-141	YER030W_aa_1-38	YOR023C_aa_438-566	YPL237W_aa_1-123										
YDR176W_aa_1-32	YEL051W_aa_205-256	YPL085W_aa_1-86	YDR026C_aa_38-73	YBR014C_aa_36-81	YER048C_aa_108-153	YNL173C_aa_98-186	YFR037C_aa_206-250	YFR032C_aa_231-289	YLR362W_aa_84-114	YGR276C_aa_1-53										
